#Layer Chip Chan I J K
13 189 21 15 3 13
13 189 22 14 3 13
13 189 23 13 3 13
13 189 24 18 2 13
13 189 25 17 2 13
13 189 26 16 2 13
13 189 27 15 2 13
13 189 28 14 2 13
13 189 29 13 2 13
13 189 30 18 1 13
13 189 31 17 1 13
13 189 32 16 1 13
13 189 33 15 1 13
13 189 34 14 1 13
13 189 35 13 1 13
13 190 0 24 6 13
13 190 1 23 6 13
13 190 2 22 6 13
13 190 3 21 6 13
13 190 4 20 6 13
13 190 5 19 6 13
13 190 6 24 5 13
13 190 7 23 5 13
13 190 8 22 5 13
13 190 9 21 5 13
13 190 10 20 5 13
13 190 11 19 5 13
13 190 12 24 4 13
13 190 13 23 4 13
13 190 14 22 4 13
13 190 15 21 4 13
13 190 16 20 4 13
13 190 17 19 4 13
13 190 18 24 3 13
13 190 19 23 3 13
13 190 20 22 3 13
13 190 21 21 3 13
13 190 22 20 3 13
13 190 23 19 3 13
13 190 24 24 2 13
13 190 25 23 2 13
13 190 26 22 2 13
13 190 27 21 2 13
13 190 28 20 2 13
13 190 29 19 2 13
13 190 30 24 1 13
13 190 31 23 1 13
13 190 32 22 1 13
13 190 33 21 1 13
13 190 34 20 1 13
13 190 35 19 1 13
13 191 0 13 12 13
13 191 1 14 12 13
13 191 2 15 12 13
13 191 3 16 12 13
13 191 4 17 12 13
13 191 5 18 12 13
13 191 6 13 11 13
13 191 7 14 11 13
13 191 8 15 11 13
13 191 9 16 11 13
13 191 10 17 11 13
13 191 11 18 11 13
13 191 12 13 10 13
13 191 13 14 10 13
13 191 14 15 10 13
13 191 15 16 10 13
13 191 16 17 10 13
13 191 17 18 10 13
13 191 18 13 9 13
13 191 19 14 9 13
13 191 20 15 9 13
13 191 21 16 9 13
13 191 22 17 9 13
13 191 23 18 9 13
13 191 24 13 8 13
13 191 25 14 8 13
13 191 26 15 8 13
13 191 27 16 8 13
13 191 28 17 8 13
13 191 29 18 8 13
13 191 30 13 7 13
13 191 31 14 7 13
13 191 32 15 7 13
13 191 33 16 7 13
13 191 34 17 7 13
13 191 35 18 7 13
13 192 0 19 12 13
13 192 1 20 12 13
13 192 2 21 12 13
13 192 3 22 12 13
13 192 4 23 12 13
13 192 5 24 12 13
13 192 6 19 11 13
13 192 7 20 11 13
13 192 8 21 11 13
13 192 9 22 11 13
13 192 10 23 11 13
13 192 11 24 11 13
13 192 12 19 10 13
13 192 13 20 10 13
13 192 14 21 10 13
13 192 15 22 10 13
13 192 16 23 10 13
13 192 17 24 10 13
13 192 18 19 9 13
13 192 19 20 9 13
13 192 20 21 9 13
13 192 21 22 9 13
13 192 22 23 9 13
13 192 23 24 9 13
13 192 24 19 8 13
13 192 25 20 8 13
13 192 26 21 8 13
13 192 27 22 8 13
13 192 28 23 8 13
13 192 29 24 8 13
13 192 30 19 7 13
13 192 31 20 7 13
13 192 32 21 7 13
13 192 33 22 7 13
13 192 34 23 7 13
13 192 35 24 7 13
13 193 0 6 18 13
13 193 1 5 18 13
13 193 2 4 18 13
13 193 3 3 18 13
13 193 4 2 18 13
13 193 5 1 18 13
13 193 6 6 17 13
13 193 7 5 17 13
13 193 8 4 17 13
13 193 9 3 17 13
13 193 10 2 17 13
13 193 11 1 17 13
13 193 12 6 16 13
13 193 13 5 16 13
13 193 14 4 16 13
13 193 15 3 16 13
13 193 16 2 16 13
13 193 17 1 16 13
13 193 18 6 15 13
13 193 19 5 15 13
13 193 20 4 15 13
13 193 21 3 15 13
13 193 22 2 15 13
13 193 23 1 15 13
13 193 24 6 14 13
13 193 25 5 14 13
13 193 26 4 14 13
13 193 27 3 14 13
13 193 28 2 14 13
13 193 29 1 14 13
13 193 30 6 13 13
13 193 31 5 13 13
13 193 32 4 13 13
13 193 33 3 13 13
13 193 34 2 13 13
13 193 35 1 13 13
13 194 0 12 18 13
13 194 1 11 18 13
13 194 2 10 18 13
13 194 3 9 18 13
13 194 4 8 18 13
13 194 5 7 18 13
13 194 6 12 17 13
13 194 7 11 17 13
13 194 8 10 17 13
13 194 9 9 17 13
13 194 10 8 17 13
13 194 11 7 17 13
13 194 12 12 16 13
13 194 13 11 16 13
13 194 14 10 16 13
13 194 15 9 16 13
13 194 16 8 16 13
13 194 17 7 16 13
13 194 18 12 15 13
13 194 19 11 15 13
13 194 20 10 15 13
13 194 21 9 15 13
13 194 22 8 15 13
13 194 23 7 15 13
13 194 24 12 14 13
13 194 25 11 14 13
13 194 26 10 14 13
13 194 27 9 14 13
13 194 28 8 14 13
13 194 29 7 14 13
13 194 30 12 13 13
13 194 31 11 13 13
13 194 32 10 13 13
13 194 33 9 13 13
13 194 34 8 13 13
13 194 35 7 13 13
13 195 0 1 24 13
13 195 1 2 24 13
13 195 2 3 24 13
13 195 3 4 24 13
13 195 4 5 24 13
13 195 5 6 24 13
13 195 6 1 23 13
13 195 7 2 23 13
13 195 8 3 23 13
13 195 9 4 23 13
13 195 10 5 23 13
13 195 11 6 23 13
13 195 12 1 22 13
13 195 13 2 22 13
13 195 14 3 22 13
13 195 15 4 22 13
13 195 16 5 22 13
13 195 17 6 22 13
13 195 18 1 21 13
13 195 19 2 21 13
13 195 20 3 21 13
13 195 21 4 21 13
13 195 22 5 21 13
13 195 23 6 21 13
13 195 24 1 20 13
13 195 25 2 20 13
13 195 26 3 20 13
13 195 27 4 20 13
13 195 28 5 20 13
13 195 29 6 20 13
13 195 30 1 19 13
13 195 31 2 19 13
13 195 32 3 19 13
13 195 33 4 19 13
13 195 34 5 19 13
13 195 35 6 19 13
13 196 0 7 24 13
13 196 1 8 24 13
13 196 2 9 24 13
13 196 3 10 24 13
13 196 4 11 24 13
13 196 5 12 24 13
13 196 6 7 23 13
13 196 7 8 23 13
13 196 8 9 23 13
13 196 9 10 23 13
13 196 10 11 23 13
13 196 11 12 23 13
13 196 12 7 22 13
13 196 13 8 22 13
13 196 14 9 22 13
13 196 15 10 22 13
13 196 16 11 22 13
13 196 17 12 22 13
13 196 18 7 21 13
13 196 19 8 21 13
13 196 20 9 21 13
13 196 21 10 21 13
13 196 22 11 21 13
13 196 23 12 21 13
13 196 24 7 20 13
13 196 25 8 20 13
13 196 26 9 20 13
13 196 27 10 20 13
13 196 28 11 20 13
13 196 29 12 20 13
13 196 30 7 19 13
13 196 31 8 19 13
13 196 32 9 19 13
13 196 33 10 19 13
13 196 34 11 19 13
13 196 35 12 19 13
13 197 0 18 18 13
13 197 1 17 18 13
13 197 2 16 18 13
13 197 3 15 18 13
13 197 4 14 18 13
13 197 5 13 18 13
13 197 6 18 17 13
13 197 7 17 17 13
13 197 8 16 17 13
13 197 9 15 17 13
13 197 10 14 17 13
13 197 11 13 17 13
13 197 12 18 16 13
13 197 13 17 16 13
13 197 14 16 16 13
13 197 15 15 16 13
13 197 16 14 16 13
13 197 17 13 16 13
13 197 18 18 15 13
13 197 19 17 15 13
13 197 20 16 15 13
13 197 21 15 15 13
13 197 22 14 15 13
13 197 23 13 15 13
13 197 24 18 14 13
13 197 25 17 14 13
13 197 26 16 14 13
13 197 27 15 14 13
13 197 28 14 14 13
13 197 29 13 14 13
13 197 30 18 13 13
13 197 31 17 13 13
13 197 32 16 13 13
13 197 33 15 13 13
13 197 34 14 13 13
13 197 35 13 13 13
13 198 0 24 18 13
13 198 1 23 18 13
13 198 2 22 18 13
13 198 3 21 18 13
13 198 4 20 18 13
13 198 5 19 18 13
13 198 6 24 17 13
13 198 7 23 17 13
13 198 8 22 17 13
13 198 9 21 17 13
13 198 10 20 17 13
13 198 11 19 17 13
13 198 12 24 16 13
13 198 13 23 16 13
13 198 14 22 16 13
13 198 15 21 16 13
13 198 16 20 16 13
13 198 17 19 16 13
13 198 18 24 15 13
13 198 19 23 15 13
13 198 20 22 15 13
13 198 21 21 15 13
13 198 22 20 15 13
13 198 23 19 15 13
13 198 24 24 14 13
13 198 25 23 14 13
13 198 26 22 14 13
13 198 27 21 14 13
13 198 28 20 14 13
13 198 29 19 14 13
13 198 30 24 13 13
13 198 31 23 13 13
13 198 32 22 13 13
13 198 33 21 13 13
13 198 34 20 13 13
13 198 35 19 13 13
13 199 0 13 24 13
13 199 1 14 24 13
13 199 2 15 24 13
13 199 3 16 24 13
13 199 4 17 24 13
13 199 5 18 24 13
13 199 6 13 23 13
13 199 7 14 23 13
13 199 8 15 23 13
13 199 9 16 23 13
13 199 10 17 23 13
13 199 11 18 23 13
13 199 12 13 22 13
13 199 13 14 22 13
13 199 14 15 22 13
13 199 15 16 22 13
13 199 16 17 22 13
13 199 17 18 22 13
13 199 18 13 21 13
13 199 19 14 21 13
13 199 20 15 21 13
13 199 21 16 21 13
13 199 22 17 21 13
13 199 23 18 21 13
13 199 24 13 20 13
13 199 25 14 20 13
13 199 26 15 20 13
13 199 27 16 20 13
13 199 28 17 20 13
13 199 29 18 20 13
13 199 30 13 19 13
13 199 31 14 19 13
13 199 32 15 19 13
13 199 33 16 19 13
13 199 34 17 19 13
13 199 35 18 19 13
13 200 0 19 24 13
13 200 1 20 24 13
13 200 2 21 24 13
13 200 3 22 24 13
13 200 4 23 24 13
13 200 5 24 24 13
13 200 6 19 23 13
13 200 7 20 23 13
13 200 8 21 23 13
13 200 9 22 23 13
13 200 10 23 23 13
13 200 11 24 23 13
13 200 12 19 22 13
13 200 13 20 22 13
13 200 14 21 22 13
13 200 15 22 22 13
13 200 16 23 22 13
13 200 17 24 22 13
13 200 18 19 21 13
13 200 19 20 21 13
13 200 20 21 21 13
13 200 21 22 21 13
13 200 22 23 21 13
13 200 23 24 21 13
13 200 24 19 20 13
13 200 25 20 20 13
13 200 26 21 20 13
13 200 27 22 20 13
13 200 28 23 20 13
13 200 29 24 20 13
13 200 30 19 19 13
13 200 31 20 19 13
13 200 32 21 19 13
13 200 33 22 19 13
13 200 34 23 19 13
13 200 35 24 19 13
14 201 0 6 6 14
14 201 1 5 6 14
14 201 2 4 6 14
14 201 3 3 6 14
14 201 4 2 6 14
14 201 5 1 6 14
14 201 6 6 5 14
14 201 7 5 5 14
14 201 8 4 5 14
14 201 9 3 5 14
14 201 10 2 5 14
14 201 11 1 5 14
14 201 12 6 4 14
14 201 13 5 4 14
14 201 14 4 4 14
14 201 15 3 4 14
14 201 16 2 4 14
14 201 17 1 4 14
14 201 18 6 3 14
14 201 19 5 3 14
14 201 20 4 3 14
14 201 21 3 3 14
14 201 22 2 3 14
14 201 23 1 3 14
14 201 24 6 2 14
14 201 25 5 2 14
14 201 26 4 2 14
14 201 27 3 2 14
14 201 28 2 2 14
14 201 29 1 2 14
14 201 30 6 1 14
14 201 31 5 1 14
14 201 32 4 1 14
14 201 33 3 1 14
14 201 34 2 1 14
14 201 35 1 1 14
14 202 0 12 6 14
14 202 1 11 6 14
14 202 2 10 6 14
14 202 3 9 6 14
14 202 4 8 6 14
14 202 5 7 6 14
14 202 6 12 5 14
14 202 7 11 5 14
14 202 8 10 5 14
14 202 9 9 5 14
14 202 10 8 5 14
14 202 11 7 5 14
14 202 12 12 4 14
14 202 13 11 4 14
14 202 14 10 4 14
14 202 15 9 4 14
14 202 16 8 4 14
14 202 17 7 4 14
14 202 18 12 3 14
14 202 19 11 3 14
14 202 20 10 3 14
14 202 21 9 3 14
14 202 22 8 3 14
14 202 23 7 3 14
14 202 24 12 2 14
14 202 25 11 2 14
14 202 26 10 2 14
14 202 27 9 2 14
14 202 28 8 2 14
14 202 29 7 2 14
14 202 30 12 1 14
14 202 31 11 1 14
14 202 32 10 1 14
14 202 33 9 1 14
14 202 34 8 1 14
14 202 35 7 1 14
14 203 0 1 12 14
14 203 1 2 12 14
14 203 2 3 12 14
14 203 3 4 12 14
14 203 4 5 12 14
14 203 5 6 12 14
14 203 6 1 11 14
14 203 7 2 11 14
14 203 8 3 11 14
14 203 9 4 11 14
14 203 10 5 11 14
14 203 11 6 11 14
14 203 12 1 10 14
14 203 13 2 10 14
14 203 14 3 10 14
14 203 15 4 10 14
14 203 16 5 10 14
14 203 17 6 10 14
14 203 18 1 9 14
14 203 19 2 9 14
14 203 20 3 9 14
14 203 21 4 9 14
14 203 22 5 9 14
14 203 23 6 9 14
14 203 24 1 8 14
14 203 25 2 8 14
14 203 26 3 8 14
14 203 27 4 8 14
14 203 28 5 8 14
14 203 29 6 8 14
14 203 30 1 7 14
14 203 31 2 7 14
14 203 32 3 7 14
14 203 33 4 7 14
14 203 34 5 7 14
14 203 35 6 7 14
14 204 0 7 12 14
14 204 1 8 12 14
14 204 2 9 12 14
14 204 3 10 12 14
14 204 4 11 12 14
14 204 5 12 12 14
14 204 6 7 11 14
14 204 7 8 11 14
14 204 8 9 11 14
14 204 9 10 11 14
14 204 10 11 11 14
14 204 11 12 11 14
14 204 12 7 10 14
14 204 13 8 10 14
14 204 14 9 10 14
14 204 15 10 10 14
14 204 16 11 10 14
14 204 17 12 10 14
14 204 18 7 9 14
14 204 19 8 9 14
14 204 20 9 9 14
14 204 21 10 9 14
14 204 22 11 9 14
14 204 23 12 9 14
14 204 24 7 8 14
14 204 25 8 8 14
14 204 26 9 8 14
14 204 27 10 8 14
14 204 28 11 8 14
14 204 29 12 8 14
14 204 30 7 7 14
14 204 31 8 7 14
14 204 32 9 7 14
14 204 33 10 7 14
14 204 34 11 7 14
14 204 35 12 7 14
14 205 0 18 6 14
14 205 1 17 6 14
14 205 2 16 6 14
14 205 3 15 6 14
14 205 4 14 6 14
14 205 5 13 6 14
14 205 6 18 5 14
14 205 7 17 5 14
14 205 8 16 5 14
14 205 9 15 5 14
14 205 10 14 5 14
14 205 11 13 5 14
14 205 12 18 4 14
14 205 13 17 4 14
14 205 14 16 4 14
14 205 15 15 4 14
14 205 16 14 4 14
14 205 17 13 4 14
14 205 18 18 3 14
14 205 19 17 3 14
14 205 20 16 3 14
14 205 21 15 3 14
14 205 22 14 3 14
14 205 23 13 3 14
14 205 24 18 2 14
14 205 25 17 2 14
14 205 26 16 2 14
14 205 27 15 2 14
14 205 28 14 2 14
14 205 29 13 2 14
14 205 30 18 1 14
14 205 31 17 1 14
14 205 32 16 1 14
14 205 33 15 1 14
14 205 34 14 1 14
14 205 35 13 1 14
14 206 0 24 6 14
14 206 1 23 6 14
14 206 2 22 6 14
14 206 3 21 6 14
14 206 4 20 6 14
14 206 5 19 6 14
14 206 6 24 5 14
14 206 7 23 5 14
14 206 8 22 5 14
14 206 9 21 5 14
14 206 10 20 5 14
14 206 11 19 5 14
14 206 12 24 4 14
14 206 13 23 4 14
14 206 14 22 4 14
14 206 15 21 4 14
14 206 16 20 4 14
14 206 17 19 4 14
14 206 18 24 3 14
14 206 19 23 3 14
14 206 20 22 3 14
14 206 21 21 3 14
14 206 22 20 3 14
14 206 23 19 3 14
14 206 24 24 2 14
14 206 25 23 2 14
14 206 26 22 2 14
14 206 27 21 2 14
14 206 28 20 2 14
14 206 29 19 2 14
14 206 30 24 1 14
14 206 31 23 1 14
14 206 32 22 1 14
14 206 33 21 1 14
14 206 34 20 1 14
14 206 35 19 1 14
14 207 0 13 12 14
14 207 1 14 12 14
14 207 2 15 12 14
14 207 3 16 12 14
14 207 4 17 12 14
14 207 5 18 12 14
14 207 6 13 11 14
14 207 7 14 11 14
14 207 8 15 11 14
14 207 9 16 11 14
14 207 10 17 11 14
14 207 11 18 11 14
14 207 12 13 10 14
14 207 13 14 10 14
14 207 14 15 10 14
14 207 15 16 10 14
14 207 16 17 10 14
14 207 17 18 10 14
14 207 18 13 9 14
14 207 19 14 9 14
14 207 20 15 9 14
14 207 21 16 9 14
14 207 22 17 9 14
14 207 23 18 9 14
14 207 24 13 8 14
14 207 25 14 8 14
14 207 26 15 8 14
14 207 27 16 8 14
14 207 28 17 8 14
14 207 29 18 8 14
14 207 30 13 7 14
14 207 31 14 7 14
14 207 32 15 7 14
14 207 33 16 7 14
14 207 34 17 7 14
14 207 35 18 7 14
14 208 0 19 12 14
14 208 1 20 12 14
14 208 2 21 12 14
14 208 3 22 12 14
14 208 4 23 12 14
14 208 5 24 12 14
14 208 6 19 11 14
14 208 7 20 11 14
14 208 8 21 11 14
14 208 9 22 11 14
14 208 10 23 11 14
14 208 11 24 11 14
14 208 12 19 10 14
14 208 13 20 10 14
14 208 14 21 10 14
14 208 15 22 10 14
14 208 16 23 10 14
14 208 17 24 10 14
14 208 18 19 9 14
14 208 19 20 9 14
14 208 20 21 9 14
14 208 21 22 9 14
14 208 22 23 9 14
14 208 23 24 9 14
14 208 24 19 8 14
14 208 25 20 8 14
14 208 26 21 8 14
14 208 27 22 8 14
14 208 28 23 8 14
14 208 29 24 8 14
14 208 30 19 7 14
14 208 31 20 7 14
14 208 32 21 7 14
14 208 33 22 7 14
14 208 34 23 7 14
14 208 35 24 7 14
14 209 0 6 18 14
14 209 1 5 18 14
14 209 2 4 18 14
14 209 3 3 18 14
14 209 4 2 18 14
14 209 5 1 18 14
14 209 6 6 17 14
14 209 7 5 17 14
14 209 8 4 17 14
14 209 9 3 17 14
14 209 10 2 17 14
14 209 11 1 17 14
14 209 12 6 16 14
14 209 13 5 16 14
14 209 14 4 16 14
14 209 15 3 16 14
14 209 16 2 16 14
14 209 17 1 16 14
14 209 18 6 15 14
14 209 19 5 15 14
14 209 20 4 15 14
14 209 21 3 15 14
14 209 22 2 15 14
14 209 23 1 15 14
14 209 24 6 14 14
14 209 25 5 14 14
14 209 26 4 14 14
14 209 27 3 14 14
14 209 28 2 14 14
14 209 29 1 14 14
14 209 30 6 13 14
14 209 31 5 13 14
14 209 32 4 13 14
14 209 33 3 13 14
14 209 34 2 13 14
14 209 35 1 13 14
14 210 0 12 18 14
14 210 1 11 18 14
14 210 2 10 18 14
14 210 3 9 18 14
14 210 4 8 18 14
14 210 5 7 18 14
14 210 6 12 17 14
14 210 7 11 17 14
14 210 8 10 17 14
14 210 9 9 17 14
14 210 10 8 17 14
14 210 11 7 17 14
14 210 12 12 16 14
14 210 13 11 16 14
14 210 14 10 16 14
14 210 15 9 16 14
14 210 16 8 16 14
14 210 17 7 16 14
14 210 18 12 15 14
14 210 19 11 15 14
14 210 20 10 15 14
14 210 21 9 15 14
14 210 22 8 15 14
14 210 23 7 15 14
14 210 24 12 14 14
14 210 25 11 14 14
14 210 26 10 14 14
14 210 27 9 14 14
14 210 28 8 14 14
14 210 29 7 14 14
14 210 30 12 13 14
14 210 31 11 13 14
14 210 32 10 13 14
14 210 33 9 13 14
14 210 34 8 13 14
14 210 35 7 13 14
14 211 0 1 24 14
14 211 1 2 24 14
14 211 2 3 24 14
14 211 3 4 24 14
14 211 4 5 24 14
14 211 5 6 24 14
14 211 6 1 23 14
14 211 7 2 23 14
14 211 8 3 23 14
14 211 9 4 23 14
14 211 10 5 23 14
14 211 11 6 23 14
14 211 12 1 22 14
14 211 13 2 22 14
14 211 14 3 22 14
14 211 15 4 22 14
14 211 16 5 22 14
14 211 17 6 22 14
14 211 18 1 21 14
14 211 19 2 21 14
14 211 20 3 21 14
14 211 21 4 21 14
14 211 22 5 21 14
14 211 23 6 21 14
14 211 24 1 20 14
14 211 25 2 20 14
14 211 26 3 20 14
14 211 27 4 20 14
14 211 28 5 20 14
14 211 29 6 20 14
14 211 30 1 19 14
14 211 31 2 19 14
14 211 32 3 19 14
14 211 33 4 19 14
14 211 34 5 19 14
14 211 35 6 19 14
14 212 0 7 24 14
14 212 1 8 24 14
14 212 2 9 24 14
14 212 3 10 24 14
14 212 4 11 24 14
14 212 5 12 24 14
14 212 6 7 23 14
14 212 7 8 23 14
14 212 8 9 23 14
14 212 9 10 23 14
14 212 10 11 23 14
14 212 11 12 23 14
14 212 12 7 22 14
14 212 13 8 22 14
14 212 14 9 22 14
14 212 15 10 22 14
14 212 16 11 22 14
14 212 17 12 22 14
14 212 18 7 21 14
14 212 19 8 21 14
14 212 20 9 21 14
14 212 21 10 21 14
14 212 22 11 21 14
14 212 23 12 21 14
14 212 24 7 20 14
14 212 25 8 20 14
14 212 26 9 20 14
14 212 27 10 20 14
14 212 28 11 20 14
14 212 29 12 20 14
14 212 30 7 19 14
14 212 31 8 19 14
14 212 32 9 19 14
14 212 33 10 19 14
14 212 34 11 19 14
14 212 35 12 19 14
14 213 0 18 18 14
14 213 1 17 18 14
14 213 2 16 18 14
14 213 3 15 18 14
14 213 4 14 18 14
14 213 5 13 18 14
14 213 6 18 17 14
14 213 7 17 17 14
14 213 8 16 17 14
14 213 9 15 17 14
14 213 10 14 17 14
14 213 11 13 17 14
14 213 12 18 16 14
14 213 13 17 16 14
14 213 14 16 16 14
14 213 15 15 16 14
14 213 16 14 16 14
14 213 17 13 16 14
14 213 18 18 15 14
14 213 19 17 15 14
14 213 20 16 15 14
14 213 21 15 15 14
14 213 22 14 15 14
14 213 23 13 15 14
14 213 24 18 14 14
14 213 25 17 14 14
14 213 26 16 14 14
14 213 27 15 14 14
14 213 28 14 14 14
14 213 29 13 14 14
14 213 30 18 13 14
14 213 31 17 13 14
14 213 32 16 13 14
14 213 33 15 13 14
14 213 34 14 13 14
14 213 35 13 13 14
14 214 0 24 18 14
14 214 1 23 18 14
14 214 2 22 18 14
14 214 3 21 18 14
14 214 4 20 18 14
14 214 5 19 18 14
14 214 6 24 17 14
14 214 7 23 17 14
14 214 8 22 17 14
14 214 9 21 17 14
14 214 10 20 17 14
14 214 11 19 17 14
14 214 12 24 16 14
14 214 13 23 16 14
14 214 14 22 16 14
14 214 15 21 16 14
14 214 16 20 16 14
14 214 17 19 16 14
14 214 18 24 15 14
14 214 19 23 15 14
14 214 20 22 15 14
14 214 21 21 15 14
14 214 22 20 15 14
14 214 23 19 15 14
14 214 24 24 14 14
14 214 25 23 14 14
14 214 26 22 14 14
14 214 27 21 14 14
14 214 28 20 14 14
14 214 29 19 14 14
14 214 30 24 13 14
14 214 31 23 13 14
14 214 32 22 13 14
14 214 33 21 13 14
14 214 34 20 13 14
14 214 35 19 13 14
14 215 0 13 24 14
14 215 1 14 24 14
14 215 2 15 24 14
14 215 3 16 24 14
14 215 4 17 24 14
14 215 5 18 24 14
14 215 6 13 23 14
14 215 7 14 23 14
14 215 8 15 23 14
14 215 9 16 23 14
14 215 10 17 23 14
14 215 11 18 23 14
14 215 12 13 22 14
14 215 13 14 22 14
14 215 14 15 22 14
14 215 15 16 22 14
14 215 16 17 22 14
14 215 17 18 22 14
14 215 18 13 21 14
14 215 19 14 21 14
14 215 20 15 21 14
14 215 21 16 21 14
14 215 22 17 21 14
14 215 23 18 21 14
14 215 24 13 20 14
14 215 25 14 20 14
14 215 26 15 20 14
14 215 27 16 20 14
14 215 28 17 20 14
14 215 29 18 20 14
14 215 30 13 19 14
14 215 31 14 19 14
14 215 32 15 19 14
14 215 33 16 19 14
14 215 34 17 19 14
14 215 35 18 19 14
14 216 0 19 24 14
14 216 1 20 24 14
14 216 2 21 24 14
14 216 3 22 24 14
14 216 4 23 24 14
14 216 5 24 24 14
14 216 6 19 23 14
14 216 7 20 23 14
14 216 8 21 23 14
14 216 9 22 23 14
14 216 10 23 23 14
14 216 11 24 23 14
14 216 12 19 22 14
14 216 13 20 22 14
14 216 14 21 22 14
14 216 15 22 22 14
14 216 16 23 22 14
14 216 17 24 22 14
14 216 18 19 21 14
14 216 19 20 21 14
14 216 20 21 21 14
14 216 21 22 21 14
14 216 22 23 21 14
14 216 23 24 21 14
14 216 24 19 20 14
14 216 25 20 20 14
14 216 26 21 20 14
14 216 27 22 20 14
14 216 28 23 20 14
14 216 29 24 20 14
14 216 30 19 19 14
14 216 31 20 19 14
14 216 32 21 19 14
14 216 33 22 19 14
14 216 34 23 19 14
14 216 35 24 19 14
15 217 0 6 6 15
15 217 1 5 6 15
15 217 2 4 6 15
15 217 3 3 6 15
15 217 4 2 6 15
15 217 5 1 6 15
15 217 6 6 5 15
15 217 7 5 5 15
15 217 8 4 5 15
15 217 9 3 5 15
15 217 10 2 5 15
15 217 11 1 5 15
15 217 12 6 4 15
15 217 13 5 4 15
15 217 14 4 4 15
15 217 15 3 4 15
15 217 16 2 4 15
15 217 17 1 4 15
15 217 18 6 3 15
15 217 19 5 3 15
15 217 20 4 3 15
15 217 21 3 3 15
15 217 22 2 3 15
15 217 23 1 3 15
15 217 24 6 2 15
15 217 25 5 2 15
15 217 26 4 2 15
15 217 27 3 2 15
15 217 28 2 2 15
15 217 29 1 2 15
15 217 30 6 1 15
15 217 31 5 1 15
15 217 32 4 1 15
15 217 33 3 1 15
15 217 34 2 1 15
15 217 35 1 1 15
15 218 0 12 6 15
15 218 1 11 6 15
15 218 2 10 6 15
15 218 3 9 6 15
15 218 4 8 6 15
15 218 5 7 6 15
15 218 6 12 5 15
15 218 7 11 5 15
15 218 8 10 5 15
15 218 9 9 5 15
15 218 10 8 5 15
15 218 11 7 5 15
15 218 12 12 4 15
15 218 13 11 4 15
15 218 14 10 4 15
15 218 15 9 4 15
15 218 16 8 4 15
15 218 17 7 4 15
15 218 18 12 3 15
15 218 19 11 3 15
15 218 20 10 3 15
15 218 21 9 3 15
15 218 22 8 3 15
15 218 23 7 3 15
15 218 24 12 2 15
15 218 25 11 2 15
15 218 26 10 2 15
15 218 27 9 2 15
15 218 28 8 2 15
15 218 29 7 2 15
15 218 30 12 1 15
15 218 31 11 1 15
15 218 32 10 1 15
15 218 33 9 1 15
15 218 34 8 1 15
15 218 35 7 1 15
15 219 0 1 12 15
15 219 1 2 12 15
15 219 2 3 12 15
15 219 3 4 12 15
15 219 4 5 12 15
15 219 5 6 12 15
15 219 6 1 11 15
15 219 7 2 11 15
15 219 8 3 11 15
15 219 9 4 11 15
15 219 10 5 11 15
15 219 11 6 11 15
15 219 12 1 10 15
15 219 13 2 10 15
15 219 14 3 10 15
15 219 15 4 10 15
15 219 16 5 10 15
15 219 17 6 10 15
15 219 18 1 9 15
15 219 19 2 9 15
15 219 20 3 9 15
15 219 21 4 9 15
15 219 22 5 9 15
15 219 23 6 9 15
15 219 24 1 8 15
15 219 25 2 8 15
15 219 26 3 8 15
15 219 27 4 8 15
15 219 28 5 8 15
15 219 29 6 8 15
15 219 30 1 7 15
15 219 31 2 7 15
15 219 32 3 7 15
15 219 33 4 7 15
15 219 34 5 7 15
15 219 35 6 7 15
15 220 0 7 12 15
15 220 1 8 12 15
15 220 2 9 12 15
15 220 3 10 12 15
15 220 4 11 12 15
15 220 5 12 12 15
15 220 6 7 11 15
15 220 7 8 11 15
15 220 8 9 11 15
15 220 9 10 11 15
15 220 10 11 11 15
15 220 11 12 11 15
15 220 12 7 10 15
15 220 13 8 10 15
15 220 14 9 10 15
15 220 15 10 10 15
15 220 16 11 10 15
15 220 17 12 10 15
15 220 18 7 9 15
15 220 19 8 9 15
15 220 20 9 9 15
15 220 21 10 9 15
15 220 22 11 9 15
15 220 23 12 9 15
15 220 24 7 8 15
15 220 25 8 8 15
15 220 26 9 8 15
15 220 27 10 8 15
15 220 28 11 8 15
15 220 29 12 8 15
15 220 30 7 7 15
15 220 31 8 7 15
15 220 32 9 7 15
15 220 33 10 7 15
15 220 34 11 7 15
15 220 35 12 7 15
15 221 0 18 6 15
15 221 1 17 6 15
15 221 2 16 6 15
15 221 3 15 6 15
15 221 4 14 6 15
15 221 5 13 6 15
15 221 6 18 5 15
15 221 7 17 5 15
15 221 8 16 5 15
15 221 9 15 5 15
15 221 10 14 5 15
15 221 11 13 5 15
15 221 12 18 4 15
15 221 13 17 4 15
15 221 14 16 4 15
15 221 15 15 4 15
15 221 16 14 4 15
15 221 17 13 4 15
15 221 18 18 3 15
15 221 19 17 3 15
15 221 20 16 3 15
15 221 21 15 3 15
15 221 22 14 3 15
15 221 23 13 3 15
15 221 24 18 2 15
15 221 25 17 2 15
15 221 26 16 2 15
15 221 27 15 2 15
15 221 28 14 2 15
15 221 29 13 2 15
15 221 30 18 1 15
15 221 31 17 1 15
15 221 32 16 1 15
15 221 33 15 1 15
