#Layer Chip Chan I J K
9 149 8 10 11 9
9 149 9 9 11 9
9 149 10 8 11 9
9 149 11 7 11 9
9 149 12 12 10 9
9 149 13 11 10 9
9 149 14 10 10 9
9 149 15 9 10 9
9 149 16 8 10 9
9 149 17 7 10 9
9 149 18 12 9 9
9 149 19 11 9 9
9 149 20 10 9 9
9 149 21 9 9 9
9 149 22 8 9 9
9 149 23 7 9 9
9 149 24 12 8 9
9 149 25 11 8 9
9 149 26 10 8 9
9 149 27 9 8 9
9 149 28 8 8 9
9 149 29 7 8 9
9 149 30 12 7 9
9 149 31 11 7 9
9 149 32 10 7 9
9 149 33 9 7 9
9 149 34 8 7 9
9 149 35 7 7 9
9 150 0 18 12 9
9 150 1 17 12 9
9 150 2 16 12 9
9 150 3 15 12 9
9 150 4 14 12 9
9 150 5 13 12 9
9 150 6 18 11 9
9 150 7 17 11 9
9 150 8 16 11 9
9 150 9 15 11 9
9 150 10 14 11 9
9 150 11 13 11 9
9 150 12 18 10 9
9 150 13 17 10 9
9 150 14 16 10 9
9 150 15 15 10 9
9 150 16 14 10 9
9 150 17 13 10 9
9 150 18 18 9 9
9 150 19 17 9 9
9 150 20 16 9 9
9 150 21 15 9 9
9 150 22 14 9 9
9 150 23 13 9 9
9 150 24 18 8 9
9 150 25 17 8 9
9 150 26 16 8 9
9 150 27 15 8 9
9 150 28 14 8 9
9 150 29 13 8 9
9 150 30 18 7 9
9 150 31 17 7 9
9 150 32 16 7 9
9 150 33 15 7 9
9 150 34 14 7 9
9 150 35 13 7 9
9 151 0 7 18 9
9 151 1 8 18 9
9 151 2 9 18 9
9 151 3 10 18 9
9 151 4 11 18 9
9 151 5 12 18 9
9 151 6 7 17 9
9 151 7 8 17 9
9 151 8 9 17 9
9 151 9 10 17 9
9 151 10 11 17 9
9 151 11 12 17 9
9 151 12 7 16 9
9 151 13 8 16 9
9 151 14 9 16 9
9 151 15 10 16 9
9 151 16 11 16 9
9 151 17 12 16 9
9 151 18 7 15 9
9 151 19 8 15 9
9 151 20 9 15 9
9 151 21 10 15 9
9 151 22 11 15 9
9 151 23 12 15 9
9 151 24 7 14 9
9 151 25 8 14 9
9 151 26 9 14 9
9 151 27 10 14 9
9 151 28 11 14 9
9 151 29 12 14 9
9 151 30 7 13 9
9 151 31 8 13 9
9 151 32 9 13 9
9 151 33 10 13 9
9 151 34 11 13 9
9 151 35 12 13 9
9 152 0 13 18 9
9 152 1 14 18 9
9 152 2 15 18 9
9 152 3 16 18 9
9 152 4 17 18 9
9 152 5 18 18 9
9 152 6 13 17 9
9 152 7 14 17 9
9 152 8 15 17 9
9 152 9 16 17 9
9 152 10 17 17 9
9 152 11 18 17 9
9 152 12 13 16 9
9 152 13 14 16 9
9 152 14 15 16 9
9 152 15 16 16 9
9 152 16 17 16 9
9 152 17 18 16 9
9 152 18 13 15 9
9 152 19 14 15 9
9 152 20 15 15 9
9 152 21 16 15 9
9 152 22 17 15 9
9 152 23 18 15 9
9 152 24 13 14 9
9 152 25 14 14 9
9 152 26 15 14 9
9 152 27 16 14 9
9 152 28 17 14 9
9 152 29 18 14 9
9 152 30 13 13 9
9 152 31 14 13 9
9 152 32 15 13 9
9 152 33 16 13 9
9 152 34 17 13 9
9 152 35 18 13 9
10 145 0 12 12 10
10 145 1 11 12 10
10 145 2 10 12 10
10 145 3 9 12 10
10 145 4 8 12 10
10 145 5 7 12 10
10 145 6 12 11 10
10 145 7 11 11 10
10 145 8 10 11 10
10 145 9 9 11 10
10 145 10 8 11 10
10 145 11 7 11 10
10 145 12 12 10 10
10 145 13 11 10 10
10 145 14 10 10 10
10 145 15 9 10 10
10 145 16 8 10 10
10 145 17 7 10 10
10 145 18 12 9 10
10 145 19 11 9 10
10 145 20 10 9 10
10 145 21 9 9 10
10 145 22 8 9 10
10 145 23 7 9 10
10 145 24 12 8 10
10 145 25 11 8 10
10 145 26 10 8 10
10 145 27 9 8 10
10 145 28 8 8 10
10 145 29 7 8 10
10 145 30 12 7 10
10 145 31 11 7 10
10 145 32 10 7 10
10 145 33 9 7 10
10 145 34 8 7 10
10 145 35 7 7 10
10 146 0 18 12 10
10 146 1 17 12 10
10 146 2 16 12 10
10 146 3 15 12 10
10 146 4 14 12 10
10 146 5 13 12 10
10 146 6 18 11 10
10 146 7 17 11 10
10 146 8 16 11 10
10 146 9 15 11 10
10 146 10 14 11 10
10 146 11 13 11 10
10 146 12 18 10 10
10 146 13 17 10 10
10 146 14 16 10 10
10 146 15 15 10 10
10 146 16 14 10 10
10 146 17 13 10 10
10 146 18 18 9 10
10 146 19 17 9 10
10 146 20 16 9 10
10 146 21 15 9 10
10 146 22 14 9 10
10 146 23 13 9 10
10 146 24 18 8 10
10 146 25 17 8 10
10 146 26 16 8 10
10 146 27 15 8 10
10 146 28 14 8 10
10 146 29 13 8 10
10 146 30 18 7 10
10 146 31 17 7 10
10 146 32 16 7 10
10 146 33 15 7 10
10 146 34 14 7 10
10 146 35 13 7 10
10 147 0 7 18 10
10 147 1 8 18 10
10 147 2 9 18 10
10 147 3 10 18 10
10 147 4 11 18 10
10 147 5 12 18 10
10 147 6 7 17 10
10 147 7 8 17 10
10 147 8 9 17 10
10 147 9 10 17 10
10 147 10 11 17 10
10 147 11 12 17 10
10 147 12 7 16 10
10 147 13 8 16 10
10 147 14 9 16 10
10 147 15 10 16 10
10 147 16 11 16 10
10 147 17 12 16 10
10 147 18 7 15 10
10 147 19 8 15 10
10 147 20 9 15 10
10 147 21 10 15 10
10 147 22 11 15 10
10 147 23 12 15 10
10 147 24 7 14 10
10 147 25 8 14 10
10 147 26 9 14 10
10 147 27 10 14 10
10 147 28 11 14 10
10 147 29 12 14 10
10 147 30 7 13 10
10 147 31 8 13 10
10 147 32 9 13 10
10 147 33 10 13 10
10 147 34 11 13 10
10 147 35 12 13 10
10 148 0 13 18 10
10 148 1 14 18 10
10 148 2 15 18 10
10 148 3 16 18 10
10 148 4 17 18 10
10 148 5 18 18 10
10 148 6 13 17 10
10 148 7 14 17 10
10 148 8 15 17 10
10 148 9 16 17 10
10 148 10 17 17 10
10 148 11 18 17 10
10 148 12 13 16 10
10 148 13 14 16 10
10 148 14 15 16 10
10 148 15 16 16 10
10 148 16 17 16 10
10 148 17 18 16 10
10 148 18 13 15 10
10 148 19 14 15 10
10 148 20 15 15 10
10 148 21 16 15 10
10 148 22 17 15 10
10 148 23 18 15 10
10 148 24 13 14 10
10 148 25 14 14 10
10 148 26 15 14 10
10 148 27 16 14 10
10 148 28 17 14 10
10 148 29 18 14 10
10 148 30 13 13 10
10 148 31 14 13 10
10 148 32 15 13 10
10 148 33 16 13 10
10 148 34 17 13 10
10 148 35 18 13 10
11 141 0 12 12 11
11 141 1 11 12 11
11 141 2 10 12 11
11 141 3 9 12 11
11 141 4 8 12 11
11 141 5 7 12 11
11 141 6 12 11 11
11 141 7 11 11 11
11 141 8 10 11 11
11 141 9 9 11 11
11 141 10 8 11 11
11 141 11 7 11 11
11 141 12 12 10 11
11 141 13 11 10 11
11 141 14 10 10 11
11 141 15 9 10 11
11 141 16 8 10 11
11 141 17 7 10 11
11 141 18 12 9 11
11 141 19 11 9 11
11 141 20 10 9 11
11 141 21 9 9 11
11 141 22 8 9 11
11 141 23 7 9 11
11 141 24 12 8 11
11 141 25 11 8 11
11 141 26 10 8 11
11 141 27 9 8 11
11 141 28 8 8 11
11 141 29 7 8 11
11 141 30 12 7 11
11 141 31 11 7 11
11 141 32 10 7 11
11 141 33 9 7 11
11 141 34 8 7 11
11 141 35 7 7 11
11 142 0 18 12 11
11 142 1 17 12 11
11 142 2 16 12 11
11 142 3 15 12 11
11 142 4 14 12 11
11 142 5 13 12 11
11 142 6 18 11 11
11 142 7 17 11 11
11 142 8 16 11 11
11 142 9 15 11 11
11 142 10 14 11 11
11 142 11 13 11 11
11 142 12 18 10 11
11 142 13 17 10 11
11 142 14 16 10 11
11 142 15 15 10 11
11 142 16 14 10 11
11 142 17 13 10 11
11 142 18 18 9 11
11 142 19 17 9 11
11 142 20 16 9 11
11 142 21 15 9 11
11 142 22 14 9 11
11 142 23 13 9 11
11 142 24 18 8 11
11 142 25 17 8 11
11 142 26 16 8 11
11 142 27 15 8 11
11 142 28 14 8 11
11 142 29 13 8 11
11 142 30 18 7 11
11 142 31 17 7 11
11 142 32 16 7 11
11 142 33 15 7 11
11 142 34 14 7 11
11 142 35 13 7 11
11 143 0 7 18 11
11 143 1 8 18 11
11 143 2 9 18 11
11 143 3 10 18 11
11 143 4 11 18 11
11 143 5 12 18 11
11 143 6 7 17 11
11 143 7 8 17 11
11 143 8 9 17 11
11 143 9 10 17 11
11 143 10 11 17 11
11 143 11 12 17 11
11 143 12 7 16 11
11 143 13 8 16 11
11 143 14 9 16 11
11 143 15 10 16 11
11 143 16 11 16 11
11 143 17 12 16 11
11 143 18 7 15 11
11 143 19 8 15 11
11 143 20 9 15 11
11 143 21 10 15 11
11 143 22 11 15 11
11 143 23 12 15 11
11 143 24 7 14 11
11 143 25 8 14 11
11 143 26 9 14 11
11 143 27 10 14 11
11 143 28 11 14 11
11 143 29 12 14 11
11 143 30 7 13 11
11 143 31 8 13 11
11 143 32 9 13 11
11 143 33 10 13 11
11 143 34 11 13 11
11 143 35 12 13 11
11 144 0 13 18 11
11 144 1 14 18 11
11 144 2 15 18 11
11 144 3 16 18 11
11 144 4 17 18 11
11 144 5 18 18 11
11 144 6 13 17 11
11 144 7 14 17 11
11 144 8 15 17 11
11 144 9 16 17 11
11 144 10 17 17 11
11 144 11 18 17 11
11 144 12 13 16 11
11 144 13 14 16 11
11 144 14 15 16 11
11 144 15 16 16 11
11 144 16 17 16 11
11 144 17 18 16 11
11 144 18 13 15 11
11 144 19 14 15 11
11 144 20 15 15 11
11 144 21 16 15 11
11 144 22 17 15 11
11 144 23 18 15 11
11 144 24 13 14 11
11 144 25 14 14 11
11 144 26 15 14 11
11 144 27 16 14 11
11 144 28 17 14 11
11 144 29 18 14 11
11 144 30 13 13 11
11 144 31 14 13 11
11 144 32 15 13 11
11 144 33 16 13 11
11 144 34 17 13 11
11 144 35 18 13 11
12 169 0 6 6 12
12 169 1 5 6 12
12 169 2 4 6 12
12 169 3 3 6 12
12 169 4 2 6 12
12 169 5 1 6 12
12 169 6 6 5 12
12 169 7 5 5 12
12 169 8 4 5 12
12 169 9 3 5 12
12 169 10 2 5 12
12 169 11 1 5 12
12 169 12 6 4 12
12 169 13 5 4 12
12 169 14 4 4 12
12 169 15 3 4 12
12 169 16 2 4 12
12 169 17 1 4 12
12 169 18 6 3 12
12 169 19 5 3 12
12 169 20 4 3 12
12 169 21 3 3 12
12 169 22 2 3 12
12 169 23 1 3 12
12 169 24 6 2 12
12 169 25 5 2 12
12 169 26 4 2 12
12 169 27 3 2 12
12 169 28 2 2 12
12 169 29 1 2 12
12 169 30 6 1 12
12 169 31 5 1 12
12 169 32 4 1 12
12 169 33 3 1 12
12 169 34 2 1 12
12 169 35 1 1 12
12 170 0 12 6 12
12 170 1 11 6 12
12 170 2 10 6 12
12 170 3 9 6 12
12 170 4 8 6 12
12 170 5 7 6 12
12 170 6 12 5 12
12 170 7 11 5 12
12 170 8 10 5 12
12 170 9 9 5 12
12 170 10 8 5 12
12 170 11 7 5 12
12 170 12 12 4 12
12 170 13 11 4 12
12 170 14 10 4 12
12 170 15 9 4 12
12 170 16 8 4 12
12 170 17 7 4 12
12 170 18 12 3 12
12 170 19 11 3 12
12 170 20 10 3 12
12 170 21 9 3 12
12 170 22 8 3 12
12 170 23 7 3 12
12 170 24 12 2 12
12 170 25 11 2 12
12 170 26 10 2 12
12 170 27 9 2 12
12 170 28 8 2 12
12 170 29 7 2 12
12 170 30 12 1 12
12 170 31 11 1 12
12 170 32 10 1 12
12 170 33 9 1 12
12 170 34 8 1 12
12 170 35 7 1 12
12 171 0 1 12 12
12 171 1 2 12 12
12 171 2 3 12 12
12 171 3 4 12 12
12 171 4 5 12 12
12 171 5 6 12 12
12 171 6 1 11 12
12 171 7 2 11 12
12 171 8 3 11 12
12 171 9 4 11 12
12 171 10 5 11 12
12 171 11 6 11 12
12 171 12 1 10 12
12 171 13 2 10 12
12 171 14 3 10 12
12 171 15 4 10 12
12 171 16 5 10 12
12 171 17 6 10 12
12 171 18 1 9 12
12 171 19 2 9 12
12 171 20 3 9 12
12 171 21 4 9 12
12 171 22 5 9 12
12 171 23 6 9 12
12 171 24 1 8 12
12 171 25 2 8 12
12 171 26 3 8 12
12 171 27 4 8 12
12 171 28 5 8 12
12 171 29 6 8 12
12 171 30 1 7 12
12 171 31 2 7 12
12 171 32 3 7 12
12 171 33 4 7 12
12 171 34 5 7 12
12 171 35 6 7 12
12 172 0 7 12 12
12 172 1 8 12 12
12 172 2 9 12 12
12 172 3 10 12 12
12 172 4 11 12 12
12 172 5 12 12 12
12 172 6 7 11 12
12 172 7 8 11 12
12 172 8 9 11 12
12 172 9 10 11 12
12 172 10 11 11 12
12 172 11 12 11 12
12 172 12 7 10 12
12 172 13 8 10 12
12 172 14 9 10 12
12 172 15 10 10 12
12 172 16 11 10 12
12 172 17 12 10 12
12 172 18 7 9 12
12 172 19 8 9 12
12 172 20 9 9 12
12 172 21 10 9 12
12 172 22 11 9 12
12 172 23 12 9 12
12 172 24 7 8 12
12 172 25 8 8 12
12 172 26 9 8 12
12 172 27 10 8 12
12 172 28 11 8 12
12 172 29 12 8 12
12 172 30 7 7 12
12 172 31 8 7 12
12 172 32 9 7 12
12 172 33 10 7 12
12 172 34 11 7 12
12 172 35 12 7 12
12 173 0 18 6 12
12 173 1 17 6 12
12 173 2 16 6 12
12 173 3 15 6 12
12 173 4 14 6 12
12 173 5 13 6 12
12 173 6 18 5 12
12 173 7 17 5 12
12 173 8 16 5 12
12 173 9 15 5 12
12 173 10 14 5 12
12 173 11 13 5 12
12 173 12 18 4 12
12 173 13 17 4 12
12 173 14 16 4 12
12 173 15 15 4 12
12 173 16 14 4 12
12 173 17 13 4 12
12 173 18 18 3 12
12 173 19 17 3 12
12 173 20 16 3 12
12 173 21 15 3 12
12 173 22 14 3 12
12 173 23 13 3 12
12 173 24 18 2 12
12 173 25 17 2 12
12 173 26 16 2 12
12 173 27 15 2 12
12 173 28 14 2 12
12 173 29 13 2 12
12 173 30 18 1 12
12 173 31 17 1 12
12 173 32 16 1 12
12 173 33 15 1 12
12 173 34 14 1 12
12 173 35 13 1 12
12 174 0 24 6 12
12 174 1 23 6 12
12 174 2 22 6 12
12 174 3 21 6 12
12 174 4 20 6 12
12 174 5 19 6 12
12 174 6 24 5 12
12 174 7 23 5 12
12 174 8 22 5 12
12 174 9 21 5 12
12 174 10 20 5 12
12 174 11 19 5 12
12 174 12 24 4 12
12 174 13 23 4 12
12 174 14 22 4 12
12 174 15 21 4 12
12 174 16 20 4 12
12 174 17 19 4 12
12 174 18 24 3 12
12 174 19 23 3 12
12 174 20 22 3 12
12 174 21 21 3 12
12 174 22 20 3 12
12 174 23 19 3 12
12 174 24 24 2 12
12 174 25 23 2 12
12 174 26 22 2 12
12 174 27 21 2 12
12 174 28 20 2 12
12 174 29 19 2 12
12 174 30 24 1 12
12 174 31 23 1 12
12 174 32 22 1 12
12 174 33 21 1 12
12 174 34 20 1 12
12 174 35 19 1 12
12 175 0 13 12 12
12 175 1 14 12 12
12 175 2 15 12 12
12 175 3 16 12 12
12 175 4 17 12 12
12 175 5 18 12 12
12 175 6 13 11 12
12 175 7 14 11 12
12 175 8 15 11 12
12 175 9 16 11 12
12 175 10 17 11 12
12 175 11 18 11 12
12 175 12 13 10 12
12 175 13 14 10 12
12 175 14 15 10 12
12 175 15 16 10 12
12 175 16 17 10 12
12 175 17 18 10 12
12 175 18 13 9 12
12 175 19 14 9 12
12 175 20 15 9 12
12 175 21 16 9 12
12 175 22 17 9 12
12 175 23 18 9 12
12 175 24 13 8 12
12 175 25 14 8 12
12 175 26 15 8 12
12 175 27 16 8 12
12 175 28 17 8 12
12 175 29 18 8 12
12 175 30 13 7 12
12 175 31 14 7 12
12 175 32 15 7 12
12 175 33 16 7 12
12 175 34 17 7 12
12 175 35 18 7 12
12 176 0 19 12 12
12 176 1 20 12 12
12 176 2 21 12 12
12 176 3 22 12 12
12 176 4 23 12 12
12 176 5 24 12 12
12 176 6 19 11 12
12 176 7 20 11 12
12 176 8 21 11 12
12 176 9 22 11 12
12 176 10 23 11 12
12 176 11 24 11 12
12 176 12 19 10 12
12 176 13 20 10 12
12 176 14 21 10 12
12 176 15 22 10 12
12 176 16 23 10 12
12 176 17 24 10 12
12 176 18 19 9 12
12 176 19 20 9 12
12 176 20 21 9 12
12 176 21 22 9 12
12 176 22 23 9 12
12 176 23 24 9 12
12 176 24 19 8 12
12 176 25 20 8 12
12 176 26 21 8 12
12 176 27 22 8 12
12 176 28 23 8 12
12 176 29 24 8 12
12 176 30 19 7 12
12 176 31 20 7 12
12 176 32 21 7 12
12 176 33 22 7 12
12 176 34 23 7 12
12 176 35 24 7 12
12 177 0 6 18 12
12 177 1 5 18 12
12 177 2 4 18 12
12 177 3 3 18 12
12 177 4 2 18 12
12 177 5 1 18 12
12 177 6 6 17 12
12 177 7 5 17 12
12 177 8 4 17 12
12 177 9 3 17 12
12 177 10 2 17 12
12 177 11 1 17 12
12 177 12 6 16 12
12 177 13 5 16 12
12 177 14 4 16 12
12 177 15 3 16 12
12 177 16 2 16 12
12 177 17 1 16 12
12 177 18 6 15 12
12 177 19 5 15 12
12 177 20 4 15 12
12 177 21 3 15 12
12 177 22 2 15 12
12 177 23 1 15 12
12 177 24 6 14 12
12 177 25 5 14 12
12 177 26 4 14 12
12 177 27 3 14 12
12 177 28 2 14 12
12 177 29 1 14 12
12 177 30 6 13 12
12 177 31 5 13 12
12 177 32 4 13 12
12 177 33 3 13 12
12 177 34 2 13 12
12 177 35 1 13 12
12 178 0 12 18 12
12 178 1 11 18 12
12 178 2 10 18 12
12 178 3 9 18 12
12 178 4 8 18 12
12 178 5 7 18 12
12 178 6 12 17 12
12 178 7 11 17 12
12 178 8 10 17 12
12 178 9 9 17 12
12 178 10 8 17 12
12 178 11 7 17 12
12 178 12 12 16 12
12 178 13 11 16 12
12 178 14 10 16 12
12 178 15 9 16 12
12 178 16 8 16 12
12 178 17 7 16 12
12 178 18 12 15 12
12 178 19 11 15 12
12 178 20 10 15 12
12 178 21 9 15 12
12 178 22 8 15 12
12 178 23 7 15 12
12 178 24 12 14 12
12 178 25 11 14 12
12 178 26 10 14 12
12 178 27 9 14 12
12 178 28 8 14 12
12 178 29 7 14 12
12 178 30 12 13 12
12 178 31 11 13 12
12 178 32 10 13 12
12 178 33 9 13 12
12 178 34 8 13 12
12 178 35 7 13 12
12 179 0 1 24 12
12 179 1 2 24 12
12 179 2 3 24 12
12 179 3 4 24 12
12 179 4 5 24 12
12 179 5 6 24 12
12 179 6 1 23 12
12 179 7 2 23 12
12 179 8 3 23 12
12 179 9 4 23 12
12 179 10 5 23 12
12 179 11 6 23 12
12 179 12 1 22 12
12 179 13 2 22 12
12 179 14 3 22 12
12 179 15 4 22 12
12 179 16 5 22 12
12 179 17 6 22 12
12 179 18 1 21 12
12 179 19 2 21 12
12 179 20 3 21 12
12 179 21 4 21 12
12 179 22 5 21 12
12 179 23 6 21 12
12 179 24 1 20 12
12 179 25 2 20 12
12 179 26 3 20 12
12 179 27 4 20 12
12 179 28 5 20 12
12 179 29 6 20 12
12 179 30 1 19 12
12 179 31 2 19 12
12 179 32 3 19 12
12 179 33 4 19 12
12 179 34 5 19 12
12 179 35 6 19 12
12 180 0 7 24 12
12 180 1 8 24 12
12 180 2 9 24 12
12 180 3 10 24 12
12 180 4 11 24 12
12 180 5 12 24 12
12 180 6 7 23 12
12 180 7 8 23 12
12 180 8 9 23 12
12 180 9 10 23 12
12 180 10 11 23 12
12 180 11 12 23 12
12 180 12 7 22 12
12 180 13 8 22 12
12 180 14 9 22 12
12 180 15 10 22 12
12 180 16 11 22 12
12 180 17 12 22 12
12 180 18 7 21 12
12 180 19 8 21 12
12 180 20 9 21 12
12 180 21 10 21 12
12 180 22 11 21 12
12 180 23 12 21 12
12 180 24 7 20 12
12 180 25 8 20 12
12 180 26 9 20 12
12 180 27 10 20 12
12 180 28 11 20 12
12 180 29 12 20 12
12 180 30 7 19 12
12 180 31 8 19 12
12 180 32 9 19 12
12 180 33 10 19 12
12 180 34 11 19 12
12 180 35 12 19 12
12 181 0 18 18 12
12 181 1 17 18 12
12 181 2 16 18 12
12 181 3 15 18 12
12 181 4 14 18 12
12 181 5 13 18 12
12 181 6 18 17 12
12 181 7 17 17 12
12 181 8 16 17 12
12 181 9 15 17 12
12 181 10 14 17 12
12 181 11 13 17 12
12 181 12 18 16 12
12 181 13 17 16 12
12 181 14 16 16 12
12 181 15 15 16 12
12 181 16 14 16 12
12 181 17 13 16 12
12 181 18 18 15 12
12 181 19 17 15 12
12 181 20 16 15 12
12 181 21 15 15 12
12 181 22 14 15 12
12 181 23 13 15 12
12 181 24 18 14 12
12 181 25 17 14 12
12 181 26 16 14 12
12 181 27 15 14 12
12 181 28 14 14 12
12 181 29 13 14 12
12 181 30 18 13 12
12 181 31 17 13 12
12 181 32 16 13 12
12 181 33 15 13 12
12 181 34 14 13 12
12 181 35 13 13 12
12 182 0 24 18 12
12 182 1 23 18 12
12 182 2 22 18 12
12 182 3 21 18 12
12 182 4 20 18 12
12 182 5 19 18 12
12 182 6 24 17 12
12 182 7 23 17 12
12 182 8 22 17 12
12 182 9 21 17 12
12 182 10 20 17 12
12 182 11 19 17 12
12 182 12 24 16 12
12 182 13 23 16 12
12 182 14 22 16 12
12 182 15 21 16 12
12 182 16 20 16 12
12 182 17 19 16 12
12 182 18 24 15 12
12 182 19 23 15 12
12 182 20 22 15 12
12 182 21 21 15 12
12 182 22 20 15 12
12 182 23 19 15 12
12 182 24 24 14 12
12 182 25 23 14 12
12 182 26 22 14 12
12 182 27 21 14 12
12 182 28 20 14 12
12 182 29 19 14 12
12 182 30 24 13 12
12 182 31 23 13 12
12 182 32 22 13 12
12 182 33 21 13 12
12 182 34 20 13 12
12 182 35 19 13 12
12 183 0 13 24 12
12 183 1 14 24 12
12 183 2 15 24 12
12 183 3 16 24 12
12 183 4 17 24 12
12 183 5 18 24 12
12 183 6 13 23 12
12 183 7 14 23 12
12 183 8 15 23 12
12 183 9 16 23 12
12 183 10 17 23 12
12 183 11 18 23 12
12 183 12 13 22 12
12 183 13 14 22 12
12 183 14 15 22 12
12 183 15 16 22 12
12 183 16 17 22 12
12 183 17 18 22 12
12 183 18 13 21 12
12 183 19 14 21 12
12 183 20 15 21 12
12 183 21 16 21 12
12 183 22 17 21 12
12 183 23 18 21 12
12 183 24 13 20 12
12 183 25 14 20 12
12 183 26 15 20 12
12 183 27 16 20 12
12 183 28 17 20 12
12 183 29 18 20 12
12 183 30 13 19 12
12 183 31 14 19 12
12 183 32 15 19 12
12 183 33 16 19 12
12 183 34 17 19 12
12 183 35 18 19 12
12 184 0 19 24 12
12 184 1 20 24 12
12 184 2 21 24 12
12 184 3 22 24 12
12 184 4 23 24 12
12 184 5 24 24 12
12 184 6 19 23 12
12 184 7 20 23 12
12 184 8 21 23 12
12 184 9 22 23 12
12 184 10 23 23 12
12 184 11 24 23 12
12 184 12 19 22 12
12 184 13 20 22 12
12 184 14 21 22 12
12 184 15 22 22 12
12 184 16 23 22 12
12 184 17 24 22 12
12 184 18 19 21 12
12 184 19 20 21 12
12 184 20 21 21 12
12 184 21 22 21 12
12 184 22 23 21 12
12 184 23 24 21 12
12 184 24 19 20 12
12 184 25 20 20 12
12 184 26 21 20 12
12 184 27 22 20 12
12 184 28 23 20 12
12 184 29 24 20 12
12 184 30 19 19 12
12 184 31 20 19 12
12 184 32 21 19 12
12 184 33 22 19 12
12 184 34 23 19 12
12 184 35 24 19 12
13 185 0 6 6 13
13 185 1 5 6 13
13 185 2 4 6 13
13 185 3 3 6 13
13 185 4 2 6 13
13 185 5 1 6 13
13 185 6 6 5 13
13 185 7 5 5 13
13 185 8 4 5 13
13 185 9 3 5 13
13 185 10 2 5 13
13 185 11 1 5 13
13 185 12 6 4 13
13 185 13 5 4 13
13 185 14 4 4 13
13 185 15 3 4 13
13 185 16 2 4 13
13 185 17 1 4 13
13 185 18 6 3 13
13 185 19 5 3 13
13 185 20 4 3 13
13 185 21 3 3 13
13 185 22 2 3 13
13 185 23 1 3 13
13 185 24 6 2 13
13 185 25 5 2 13
13 185 26 4 2 13
13 185 27 3 2 13
13 185 28 2 2 13
13 185 29 1 2 13
13 185 30 6 1 13
13 185 31 5 1 13
13 185 32 4 1 13
13 185 33 3 1 13
13 185 34 2 1 13
13 185 35 1 1 13
13 186 0 12 6 13
13 186 1 11 6 13
13 186 2 10 6 13
13 186 3 9 6 13
13 186 4 8 6 13
13 186 5 7 6 13
13 186 6 12 5 13
13 186 7 11 5 13
13 186 8 10 5 13
13 186 9 9 5 13
13 186 10 8 5 13
13 186 11 7 5 13
13 186 12 12 4 13
13 186 13 11 4 13
13 186 14 10 4 13
13 186 15 9 4 13
13 186 16 8 4 13
13 186 17 7 4 13
13 186 18 12 3 13
13 186 19 11 3 13
13 186 20 10 3 13
13 186 21 9 3 13
13 186 22 8 3 13
13 186 23 7 3 13
13 186 24 12 2 13
13 186 25 11 2 13
13 186 26 10 2 13
13 186 27 9 2 13
13 186 28 8 2 13
13 186 29 7 2 13
13 186 30 12 1 13
13 186 31 11 1 13
13 186 32 10 1 13
13 186 33 9 1 13
13 186 34 8 1 13
13 186 35 7 1 13
13 187 0 1 12 13
13 187 1 2 12 13
13 187 2 3 12 13
13 187 3 4 12 13
13 187 4 5 12 13
13 187 5 6 12 13
13 187 6 1 11 13
13 187 7 2 11 13
13 187 8 3 11 13
13 187 9 4 11 13
13 187 10 5 11 13
13 187 11 6 11 13
13 187 12 1 10 13
13 187 13 2 10 13
13 187 14 3 10 13
13 187 15 4 10 13
13 187 16 5 10 13
13 187 17 6 10 13
13 187 18 1 9 13
13 187 19 2 9 13
13 187 20 3 9 13
13 187 21 4 9 13
13 187 22 5 9 13
13 187 23 6 9 13
13 187 24 1 8 13
13 187 25 2 8 13
13 187 26 3 8 13
13 187 27 4 8 13
13 187 28 5 8 13
13 187 29 6 8 13
13 187 30 1 7 13
13 187 31 2 7 13
13 187 32 3 7 13
13 187 33 4 7 13
13 187 34 5 7 13
13 187 35 6 7 13
13 188 0 7 12 13
13 188 1 8 12 13
13 188 2 9 12 13
13 188 3 10 12 13
13 188 4 11 12 13
13 188 5 12 12 13
13 188 6 7 11 13
13 188 7 8 11 13
13 188 8 9 11 13
13 188 9 10 11 13
13 188 10 11 11 13
13 188 11 12 11 13
13 188 12 7 10 13
13 188 13 8 10 13
13 188 14 9 10 13
13 188 15 10 10 13
13 188 16 11 10 13
13 188 17 12 10 13
13 188 18 7 9 13
13 188 19 8 9 13
13 188 20 9 9 13
13 188 21 10 9 13
13 188 22 11 9 13
13 188 23 12 9 13
13 188 24 7 8 13
13 188 25 8 8 13
13 188 26 9 8 13
13 188 27 10 8 13
13 188 28 11 8 13
13 188 29 12 8 13
13 188 30 7 7 13
13 188 31 8 7 13
13 188 32 9 7 13
13 188 33 10 7 13
13 188 34 11 7 13
13 188 35 12 7 13
13 189 0 18 6 13
13 189 1 17 6 13
13 189 2 16 6 13
13 189 3 15 6 13
13 189 4 14 6 13
13 189 5 13 6 13
13 189 6 18 5 13
13 189 7 17 5 13
13 189 8 16 5 13
13 189 9 15 5 13
13 189 10 14 5 13
13 189 11 13 5 13
13 189 12 18 4 13
13 189 13 17 4 13
13 189 14 16 4 13
13 189 15 15 4 13
13 189 16 14 4 13
13 189 17 13 4 13
13 189 18 18 3 13
13 189 19 17 3 13
13 189 20 16 3 13
