#Layer Chip Chan I J K
9 145 11 11 18 9
9 145 12 10 13 9
9 145 13 10 14 9
9 145 14 10 15 9
9 145 15 10 16 9
9 145 16 10 17 9
9 145 17 10 18 9
9 145 18 9 13 9
9 145 19 9 14 9
9 145 20 9 15 9
9 145 21 9 16 9
9 145 22 9 17 9
9 145 23 9 18 9
9 145 24 8 13 9
9 145 25 8 14 9
9 145 26 8 15 9
9 145 27 8 16 9
9 145 28 8 17 9
9 145 29 8 18 9
9 145 30 7 13 9
9 145 31 7 14 9
9 145 32 7 15 9
9 145 33 7 16 9
9 145 34 7 17 9
9 145 35 7 18 9
9 146 0 12 7 9
9 146 1 12 8 9
9 146 2 12 9 9
9 146 3 12 10 9
9 146 4 12 11 9
9 146 5 12 12 9
9 146 6 11 7 9
9 146 7 11 8 9
9 146 8 11 9 9
9 146 9 11 10 9
9 146 10 11 11 9
9 146 11 11 12 9
9 146 12 10 7 9
9 146 13 10 8 9
9 146 14 10 9 9
9 146 15 10 10 9
9 146 16 10 11 9
9 146 17 10 12 9
9 146 18 9 7 9
9 146 19 9 8 9
9 146 20 9 9 9
9 146 21 9 10 9
9 146 22 9 11 9
9 146 23 9 12 9
9 146 24 8 7 9
9 146 25 8 8 9
9 146 26 8 9 9
9 146 27 8 10 9
9 146 28 8 11 9
9 146 29 8 12 9
9 146 30 7 7 9
9 146 31 7 8 9
9 146 32 7 9 9
9 146 33 7 10 9
9 146 34 7 11 9
9 146 35 7 12 9
9 147 0 18 18 9
9 147 1 18 17 9
9 147 2 18 16 9
9 147 3 18 15 9
9 147 4 18 14 9
9 147 5 18 13 9
9 147 6 17 18 9
9 147 7 17 17 9
9 147 8 17 16 9
9 147 9 17 15 9
9 147 10 17 14 9
9 147 11 17 13 9
9 147 12 16 18 9
9 147 13 16 17 9
9 147 14 16 16 9
9 147 15 16 15 9
9 147 16 16 14 9
9 147 17 16 13 9
9 147 18 15 18 9
9 147 19 15 17 9
9 147 20 15 16 9
9 147 21 15 15 9
9 147 22 15 14 9
9 147 23 15 13 9
9 147 24 14 18 9
9 147 25 14 17 9
9 147 26 14 16 9
9 147 27 14 15 9
9 147 28 14 14 9
9 147 29 14 13 9
9 147 30 13 18 9
9 147 31 13 17 9
9 147 32 13 16 9
9 147 33 13 15 9
9 147 34 13 14 9
9 147 35 13 13 9
9 148 0 18 12 9
9 148 1 18 11 9
9 148 2 18 10 9
9 148 3 18 9 9
9 148 4 18 8 9
9 148 5 18 7 9
9 148 6 17 12 9
9 148 7 17 11 9
9 148 8 17 10 9
9 148 9 17 9 9
9 148 10 17 8 9
9 148 11 17 7 9
9 148 12 16 12 9
9 148 13 16 11 9
9 148 14 16 10 9
9 148 15 16 9 9
9 148 16 16 8 9
9 148 17 16 7 9
9 148 18 15 12 9
9 148 19 15 11 9
9 148 20 15 10 9
9 148 21 15 9 9
9 148 22 15 8 9
9 148 23 15 7 9
9 148 24 14 12 9
9 148 25 14 11 9
9 148 26 14 10 9
9 148 27 14 9 9
9 148 28 14 8 9
9 148 29 14 7 9
9 148 30 13 12 9
9 148 31 13 11 9
9 148 32 13 10 9
9 148 33 13 9 9
9 148 34 13 8 9
9 148 35 13 7 9
10 141 0 12 13 10
10 141 1 12 14 10
10 141 2 12 15 10
10 141 3 12 16 10
10 141 4 12 17 10
10 141 5 12 18 10
10 141 6 11 13 10
10 141 7 11 14 10
10 141 8 11 15 10
10 141 9 11 16 10
10 141 10 11 17 10
10 141 11 11 18 10
10 141 12 10 13 10
10 141 13 10 14 10
10 141 14 10 15 10
10 141 15 10 16 10
10 141 16 10 17 10
10 141 17 10 18 10
10 141 18 9 13 10
10 141 19 9 14 10
10 141 20 9 15 10
10 141 21 9 16 10
10 141 22 9 17 10
10 141 23 9 18 10
10 141 24 8 13 10
10 141 25 8 14 10
10 141 26 8 15 10
10 141 27 8 16 10
10 141 28 8 17 10
10 141 29 8 18 10
10 141 30 7 13 10
10 141 31 7 14 10
10 141 32 7 15 10
10 141 33 7 16 10
10 141 34 7 17 10
10 141 35 7 18 10
10 142 0 12 7 10
10 142 1 12 8 10
10 142 2 12 9 10
10 142 3 12 10 10
10 142 4 12 11 10
10 142 5 12 12 10
10 142 6 11 7 10
10 142 7 11 8 10
10 142 8 11 9 10
10 142 9 11 10 10
10 142 10 11 11 10
10 142 11 11 12 10
10 142 12 10 7 10
10 142 13 10 8 10
10 142 14 10 9 10
10 142 15 10 10 10
10 142 16 10 11 10
10 142 17 10 12 10
10 142 18 9 7 10
10 142 19 9 8 10
10 142 20 9 9 10
10 142 21 9 10 10
10 142 22 9 11 10
10 142 23 9 12 10
10 142 24 8 7 10
10 142 25 8 8 10
10 142 26 8 9 10
10 142 27 8 10 10
10 142 28 8 11 10
10 142 29 8 12 10
10 142 30 7 7 10
10 142 31 7 8 10
10 142 32 7 9 10
10 142 33 7 10 10
10 142 34 7 11 10
10 142 35 7 12 10
10 143 0 18 18 10
10 143 1 18 17 10
10 143 2 18 16 10
10 143 3 18 15 10
10 143 4 18 14 10
10 143 5 18 13 10
10 143 6 17 18 10
10 143 7 17 17 10
10 143 8 17 16 10
10 143 9 17 15 10
10 143 10 17 14 10
10 143 11 17 13 10
10 143 12 16 18 10
10 143 13 16 17 10
10 143 14 16 16 10
10 143 15 16 15 10
10 143 16 16 14 10
10 143 17 16 13 10
10 143 18 15 18 10
10 143 19 15 17 10
10 143 20 15 16 10
10 143 21 15 15 10
10 143 22 15 14 10
10 143 23 15 13 10
10 143 24 14 18 10
10 143 25 14 17 10
10 143 26 14 16 10
10 143 27 14 15 10
10 143 28 14 14 10
10 143 29 14 13 10
10 143 30 13 18 10
10 143 31 13 17 10
10 143 32 13 16 10
10 143 33 13 15 10
10 143 34 13 14 10
10 143 35 13 13 10
10 144 0 18 12 10
10 144 1 18 11 10
10 144 2 18 10 10
10 144 3 18 9 10
10 144 4 18 8 10
10 144 5 18 7 10
10 144 6 17 12 10
10 144 7 17 11 10
10 144 8 17 10 10
10 144 9 17 9 10
10 144 10 17 8 10
10 144 11 17 7 10
10 144 12 16 12 10
10 144 13 16 11 10
10 144 14 16 10 10
10 144 15 16 9 10
10 144 16 16 8 10
10 144 17 16 7 10
10 144 18 15 12 10
10 144 19 15 11 10
10 144 20 15 10 10
10 144 21 15 9 10
10 144 22 15 8 10
10 144 23 15 7 10
10 144 24 14 12 10
10 144 25 14 11 10
10 144 26 14 10 10
10 144 27 14 9 10
10 144 28 14 8 10
10 144 29 14 7 10
10 144 30 13 12 10
10 144 31 13 11 10
10 144 32 13 10 10
10 144 33 13 9 10
10 144 34 13 8 10
10 144 35 13 7 10
11 169 0 6 19 11
11 169 1 6 20 11
11 169 2 6 21 11
11 169 3 6 22 11
11 169 4 6 23 11
11 169 5 6 24 11
11 169 6 5 19 11
11 169 7 5 20 11
11 169 8 5 21 11
11 169 9 5 22 11
11 169 10 5 23 11
11 169 11 5 24 11
11 169 12 4 19 11
11 169 13 4 20 11
11 169 14 4 21 11
11 169 15 4 22 11
11 169 16 4 23 11
11 169 17 4 24 11
11 169 18 3 19 11
11 169 19 3 20 11
11 169 20 3 21 11
11 169 21 3 22 11
11 169 22 3 23 11
11 169 23 3 24 11
11 169 24 2 19 11
11 169 25 2 20 11
11 169 26 2 21 11
11 169 27 2 22 11
11 169 28 2 23 11
11 169 29 2 24 11
11 169 30 1 19 11
11 169 31 1 20 11
11 169 32 1 21 11
11 169 33 1 22 11
11 169 34 1 23 11
11 169 35 1 24 11
11 170 0 6 13 11
11 170 1 6 14 11
11 170 2 6 15 11
11 170 3 6 16 11
11 170 4 6 17 11
11 170 5 6 18 11
11 170 6 5 13 11
11 170 7 5 14 11
11 170 8 5 15 11
11 170 9 5 16 11
11 170 10 5 17 11
11 170 11 5 18 11
11 170 12 4 13 11
11 170 13 4 14 11
11 170 14 4 15 11
11 170 15 4 16 11
11 170 16 4 17 11
11 170 17 4 18 11
11 170 18 3 13 11
11 170 19 3 14 11
11 170 20 3 15 11
11 170 21 3 16 11
11 170 22 3 17 11
11 170 23 3 18 11
11 170 24 2 13 11
11 170 25 2 14 11
11 170 26 2 15 11
11 170 27 2 16 11
11 170 28 2 17 11
11 170 29 2 18 11
11 170 30 1 13 11
11 170 31 1 14 11
11 170 32 1 15 11
11 170 33 1 16 11
11 170 34 1 17 11
11 170 35 1 18 11
11 171 0 12 24 11
11 171 1 12 23 11
11 171 2 12 22 11
11 171 3 12 21 11
11 171 4 12 20 11
11 171 5 12 19 11
11 171 6 11 24 11
11 171 7 11 23 11
11 171 8 11 22 11
11 171 9 11 21 11
11 171 10 11 20 11
11 171 11 11 19 11
11 171 12 10 24 11
11 171 13 10 23 11
11 171 14 10 22 11
11 171 15 10 21 11
11 171 16 10 20 11
11 171 17 10 19 11
11 171 18 9 24 11
11 171 19 9 23 11
11 171 20 9 22 11
11 171 21 9 21 11
11 171 22 9 20 11
11 171 23 9 19 11
11 171 24 8 24 11
11 171 25 8 23 11
11 171 26 8 22 11
11 171 27 8 21 11
11 171 28 8 20 11
11 171 29 8 19 11
11 171 30 7 24 11
11 171 31 7 23 11
11 171 32 7 22 11
11 171 33 7 21 11
11 171 34 7 20 11
11 171 35 7 19 11
11 172 0 12 18 11
11 172 1 12 17 11
11 172 2 12 16 11
11 172 3 12 15 11
11 172 4 12 14 11
11 172 5 12 13 11
11 172 6 11 18 11
11 172 7 11 17 11
11 172 8 11 16 11
11 172 9 11 15 11
11 172 10 11 14 11
11 172 11 11 13 11
11 172 12 10 18 11
11 172 13 10 17 11
11 172 14 10 16 11
11 172 15 10 15 11
11 172 16 10 14 11
11 172 17 10 13 11
11 172 18 9 18 11
11 172 19 9 17 11
11 172 20 9 16 11
11 172 21 9 15 11
11 172 22 9 14 11
11 172 23 9 13 11
11 172 24 8 18 11
11 172 25 8 17 11
11 172 26 8 16 11
11 172 27 8 15 11
11 172 28 8 14 11
11 172 29 8 13 11
11 172 30 7 18 11
11 172 31 7 17 11
11 172 32 7 16 11
11 172 33 7 15 11
11 172 34 7 14 11
11 172 35 7 13 11
11 173 0 6 7 11
11 173 1 6 8 11
11 173 2 6 9 11
11 173 3 6 10 11
11 173 4 6 11 11
11 173 5 6 12 11
11 173 6 5 7 11
11 173 7 5 8 11
11 173 8 5 9 11
11 173 9 5 10 11
11 173 10 5 11 11
11 173 11 5 12 11
11 173 12 4 7 11
11 173 13 4 8 11
11 173 14 4 9 11
11 173 15 4 10 11
11 173 16 4 11 11
11 173 17 4 12 11
11 173 18 3 7 11
11 173 19 3 8 11
11 173 20 3 9 11
11 173 21 3 10 11
11 173 22 3 11 11
11 173 23 3 12 11
11 173 24 2 7 11
11 173 25 2 8 11
11 173 26 2 9 11
11 173 27 2 10 11
11 173 28 2 11 11
11 173 29 2 12 11
11 173 30 1 7 11
11 173 31 1 8 11
11 173 32 1 9 11
11 173 33 1 10 11
11 173 34 1 11 11
11 173 35 1 12 11
11 174 0 6 1 11
11 174 1 6 2 11
11 174 2 6 3 11
11 174 3 6 4 11
11 174 4 6 5 11
11 174 5 6 6 11
11 174 6 5 1 11
11 174 7 5 2 11
11 174 8 5 3 11
11 174 9 5 4 11
11 174 10 5 5 11
11 174 11 5 6 11
11 174 12 4 1 11
11 174 13 4 2 11
11 174 14 4 3 11
11 174 15 4 4 11
11 174 16 4 5 11
11 174 17 4 6 11
11 174 18 3 1 11
11 174 19 3 2 11
11 174 20 3 3 11
11 174 21 3 4 11
11 174 22 3 5 11
11 174 23 3 6 11
11 174 24 2 1 11
11 174 25 2 2 11
11 174 26 2 3 11
11 174 27 2 4 11
11 174 28 2 5 11
11 174 29 2 6 11
11 174 30 1 1 11
11 174 31 1 2 11
11 174 32 1 3 11
11 174 33 1 4 11
11 174 34 1 5 11
11 174 35 1 6 11
11 175 0 12 12 11
11 175 1 12 11 11
11 175 2 12 10 11
11 175 3 12 9 11
11 175 4 12 8 11
11 175 5 12 7 11
11 175 6 11 12 11
11 175 7 11 11 11
11 175 8 11 10 11
11 175 9 11 9 11
11 175 10 11 8 11
11 175 11 11 7 11
11 175 12 10 12 11
11 175 13 10 11 11
11 175 14 10 10 11
11 175 15 10 9 11
11 175 16 10 8 11
11 175 17 10 7 11
11 175 18 9 12 11
11 175 19 9 11 11
11 175 20 9 10 11
11 175 21 9 9 11
11 175 22 9 8 11
11 175 23 9 7 11
11 175 24 8 12 11
11 175 25 8 11 11
11 175 26 8 10 11
11 175 27 8 9 11
11 175 28 8 8 11
11 175 29 8 7 11
11 175 30 7 12 11
11 175 31 7 11 11
11 175 32 7 10 11
11 175 33 7 9 11
11 175 34 7 8 11
11 175 35 7 7 11
11 176 0 12 6 11
11 176 1 12 5 11
11 176 2 12 4 11
11 176 3 12 3 11
11 176 4 12 2 11
11 176 5 12 1 11
11 176 6 11 6 11
11 176 7 11 5 11
11 176 8 11 4 11
11 176 9 11 3 11
11 176 10 11 2 11
11 176 11 11 1 11
11 176 12 10 6 11
11 176 13 10 5 11
11 176 14 10 4 11
11 176 15 10 3 11
11 176 16 10 2 11
11 176 17 10 1 11
11 176 18 9 6 11
11 176 19 9 5 11
11 176 20 9 4 11
11 176 21 9 3 11
11 176 22 9 2 11
11 176 23 9 1 11
11 176 24 8 6 11
11 176 25 8 5 11
11 176 26 8 4 11
11 176 27 8 3 11
11 176 28 8 2 11
11 176 29 8 1 11
11 176 30 7 6 11
11 176 31 7 5 11
11 176 32 7 4 11
11 176 33 7 3 11
11 176 34 7 2 11
11 176 35 7 1 11
11 177 0 18 19 11
11 177 1 18 20 11
11 177 2 18 21 11
11 177 3 18 22 11
11 177 4 18 23 11
11 177 5 18 24 11
11 177 6 17 19 11
11 177 7 17 20 11
11 177 8 17 21 11
11 177 9 17 22 11
11 177 10 17 23 11
11 177 11 17 24 11
11 177 12 16 19 11
11 177 13 16 20 11
11 177 14 16 21 11
11 177 15 16 22 11
11 177 16 16 23 11
11 177 17 16 24 11
11 177 18 15 19 11
11 177 19 15 20 11
11 177 20 15 21 11
11 177 21 15 22 11
11 177 22 15 23 11
11 177 23 15 24 11
11 177 24 14 19 11
11 177 25 14 20 11
11 177 26 14 21 11
11 177 27 14 22 11
11 177 28 14 23 11
11 177 29 14 24 11
11 177 30 13 19 11
11 177 31 13 20 11
11 177 32 13 21 11
11 177 33 13 22 11
11 177 34 13 23 11
11 177 35 13 24 11
11 178 0 18 13 11
11 178 1 18 14 11
11 178 2 18 15 11
11 178 3 18 16 11
11 178 4 18 17 11
11 178 5 18 18 11
11 178 6 17 13 11
11 178 7 17 14 11
11 178 8 17 15 11
11 178 9 17 16 11
11 178 10 17 17 11
11 178 11 17 18 11
11 178 12 16 13 11
11 178 13 16 14 11
11 178 14 16 15 11
11 178 15 16 16 11
11 178 16 16 17 11
11 178 17 16 18 11
11 178 18 15 13 11
11 178 19 15 14 11
11 178 20 15 15 11
11 178 21 15 16 11
11 178 22 15 17 11
11 178 23 15 18 11
11 178 24 14 13 11
11 178 25 14 14 11
11 178 26 14 15 11
11 178 27 14 16 11
11 178 28 14 17 11
11 178 29 14 18 11
11 178 30 13 13 11
11 178 31 13 14 11
11 178 32 13 15 11
11 178 33 13 16 11
11 178 34 13 17 11
11 178 35 13 18 11
11 179 0 24 24 11
11 179 1 24 23 11
11 179 2 24 22 11
11 179 3 24 21 11
11 179 4 24 20 11
11 179 5 24 19 11
11 179 6 23 24 11
11 179 7 23 23 11
11 179 8 23 22 11
11 179 9 23 21 11
11 179 10 23 20 11
11 179 11 23 19 11
11 179 12 22 24 11
11 179 13 22 23 11
11 179 14 22 22 11
11 179 15 22 21 11
11 179 16 22 20 11
11 179 17 22 19 11
11 179 18 21 24 11
11 179 19 21 23 11
11 179 20 21 22 11
11 179 21 21 21 11
11 179 22 21 20 11
11 179 23 21 19 11
11 179 24 20 24 11
11 179 25 20 23 11
11 179 26 20 22 11
11 179 27 20 21 11
11 179 28 20 20 11
11 179 29 20 19 11
11 179 30 19 24 11
11 179 31 19 23 11
11 179 32 19 22 11
11 179 33 19 21 11
11 179 34 19 20 11
11 179 35 19 19 11
11 180 0 24 18 11
11 180 1 24 17 11
11 180 2 24 16 11
11 180 3 24 15 11
11 180 4 24 14 11
11 180 5 24 13 11
11 180 6 23 18 11
11 180 7 23 17 11
11 180 8 23 16 11
11 180 9 23 15 11
11 180 10 23 14 11
11 180 11 23 13 11
11 180 12 22 18 11
11 180 13 22 17 11
11 180 14 22 16 11
11 180 15 22 15 11
11 180 16 22 14 11
11 180 17 22 13 11
11 180 18 21 18 11
11 180 19 21 17 11
11 180 20 21 16 11
11 180 21 21 15 11
11 180 22 21 14 11
11 180 23 21 13 11
11 180 24 20 18 11
11 180 25 20 17 11
11 180 26 20 16 11
11 180 27 20 15 11
11 180 28 20 14 11
11 180 29 20 13 11
11 180 30 19 18 11
11 180 31 19 17 11
11 180 32 19 16 11
11 180 33 19 15 11
11 180 34 19 14 11
11 180 35 19 13 11
11 181 0 18 7 11
11 181 1 18 8 11
11 181 2 18 9 11
11 181 3 18 10 11
11 181 4 18 11 11
11 181 5 18 12 11
11 181 6 17 7 11
11 181 7 17 8 11
11 181 8 17 9 11
11 181 9 17 10 11
11 181 10 17 11 11
11 181 11 17 12 11
11 181 12 16 7 11
11 181 13 16 8 11
11 181 14 16 9 11
11 181 15 16 10 11
11 181 16 16 11 11
11 181 17 16 12 11
11 181 18 15 7 11
11 181 19 15 8 11
11 181 20 15 9 11
11 181 21 15 10 11
11 181 22 15 11 11
11 181 23 15 12 11
11 181 24 14 7 11
11 181 25 14 8 11
11 181 26 14 9 11
11 181 27 14 10 11
11 181 28 14 11 11
11 181 29 14 12 11
11 181 30 13 7 11
11 181 31 13 8 11
11 181 32 13 9 11
11 181 33 13 10 11
11 181 34 13 11 11
11 181 35 13 12 11
11 182 0 18 1 11
11 182 1 18 2 11
11 182 2 18 3 11
11 182 3 18 4 11
11 182 4 18 5 11
11 182 5 18 6 11
11 182 6 17 1 11
11 182 7 17 2 11
11 182 8 17 3 11
11 182 9 17 4 11
11 182 10 17 5 11
11 182 11 17 6 11
11 182 12 16 1 11
11 182 13 16 2 11
11 182 14 16 3 11
11 182 15 16 4 11
11 182 16 16 5 11
11 182 17 16 6 11
11 182 18 15 1 11
11 182 19 15 2 11
11 182 20 15 3 11
11 182 21 15 4 11
11 182 22 15 5 11
11 182 23 15 6 11
11 182 24 14 1 11
11 182 25 14 2 11
11 182 26 14 3 11
11 182 27 14 4 11
11 182 28 14 5 11
11 182 29 14 6 11
11 182 30 13 1 11
11 182 31 13 2 11
11 182 32 13 3 11
11 182 33 13 4 11
11 182 34 13 5 11
11 182 35 13 6 11
11 183 0 24 12 11
11 183 1 24 11 11
11 183 2 24 10 11
11 183 3 24 9 11
11 183 4 24 8 11
11 183 5 24 7 11
11 183 6 23 12 11
11 183 7 23 11 11
11 183 8 23 10 11
11 183 9 23 9 11
11 183 10 23 8 11
11 183 11 23 7 11
11 183 12 22 12 11
11 183 13 22 11 11
11 183 14 22 10 11
11 183 15 22 9 11
11 183 16 22 8 11
11 183 17 22 7 11
11 183 18 21 12 11
11 183 19 21 11 11
11 183 20 21 10 11
11 183 21 21 9 11
11 183 22 21 8 11
11 183 23 21 7 11
11 183 24 20 12 11
11 183 25 20 11 11
11 183 26 20 10 11
11 183 27 20 9 11
11 183 28 20 8 11
11 183 29 20 7 11
11 183 30 19 12 11
11 183 31 19 11 11
11 183 32 19 10 11
11 183 33 19 9 11
11 183 34 19 8 11
11 183 35 19 7 11
11 184 0 24 6 11
11 184 1 24 5 11
11 184 2 24 4 11
11 184 3 24 3 11
11 184 4 24 2 11
11 184 5 24 1 11
11 184 6 23 6 11
11 184 7 23 5 11
11 184 8 23 4 11
11 184 9 23 3 11
11 184 10 23 2 11
11 184 11 23 1 11
11 184 12 22 6 11
11 184 13 22 5 11
11 184 14 22 4 11
11 184 15 22 3 11
11 184 16 22 2 11
11 184 17 22 1 11
11 184 18 21 6 11
11 184 19 21 5 11
11 184 20 21 4 11
11 184 21 21 3 11
11 184 22 21 2 11
11 184 23 21 1 11
11 184 24 20 6 11
11 184 25 20 5 11
11 184 26 20 4 11
11 184 27 20 3 11
11 184 28 20 2 11
11 184 29 20 1 11
11 184 30 19 6 11
11 184 31 19 5 11
11 184 32 19 4 11
11 184 33 19 3 11
11 184 34 19 2 11
11 184 35 19 1 11
12 185 0 6 19 12
12 185 1 6 20 12
12 185 2 6 21 12
12 185 3 6 22 12
12 185 4 6 23 12
12 185 5 6 24 12
12 185 6 5 19 12
12 185 7 5 20 12
12 185 8 5 21 12
12 185 9 5 22 12
12 185 10 5 23 12
12 185 11 5 24 12
12 185 12 4 19 12
12 185 13 4 20 12
12 185 14 4 21 12
12 185 15 4 22 12
12 185 16 4 23 12
12 185 17 4 24 12
12 185 18 3 19 12
12 185 19 3 20 12
12 185 20 3 21 12
12 185 21 3 22 12
12 185 22 3 23 12
12 185 23 3 24 12
12 185 24 2 19 12
12 185 25 2 20 12
12 185 26 2 21 12
12 185 27 2 22 12
12 185 28 2 23 12
12 185 29 2 24 12
12 185 30 1 19 12
12 185 31 1 20 12
12 185 32 1 21 12
12 185 33 1 22 12
12 185 34 1 23 12
12 185 35 1 24 12
12 186 0 6 13 12
12 186 1 6 14 12
12 186 2 6 15 12
12 186 3 6 16 12
12 186 4 6 17 12
12 186 5 6 18 12
12 186 6 5 13 12
12 186 7 5 14 12
12 186 8 5 15 12
12 186 9 5 16 12
12 186 10 5 17 12
12 186 11 5 18 12
12 186 12 4 13 12
12 186 13 4 14 12
12 186 14 4 15 12
12 186 15 4 16 12
12 186 16 4 17 12
12 186 17 4 18 12
12 186 18 3 13 12
12 186 19 3 14 12
12 186 20 3 15 12
12 186 21 3 16 12
12 186 22 3 17 12
12 186 23 3 18 12
12 186 24 2 13 12
12 186 25 2 14 12
12 186 26 2 15 12
12 186 27 2 16 12
12 186 28 2 17 12
12 186 29 2 18 12
12 186 30 1 13 12
12 186 31 1 14 12
12 186 32 1 15 12
12 186 33 1 16 12
12 186 34 1 17 12
12 186 35 1 18 12
12 187 0 12 24 12
12 187 1 12 23 12
12 187 2 12 22 12
12 187 3 12 21 12
12 187 4 12 20 12
12 187 5 12 19 12
12 187 6 11 24 12
12 187 7 11 23 12
12 187 8 11 22 12
12 187 9 11 21 12
12 187 10 11 20 12
12 187 11 11 19 12
12 187 12 10 24 12
12 187 13 10 23 12
12 187 14 10 22 12
12 187 15 10 21 12
12 187 16 10 20 12
12 187 17 10 19 12
12 187 18 9 24 12
12 187 19 9 23 12
12 187 20 9 22 12
12 187 21 9 21 12
12 187 22 9 20 12
12 187 23 9 19 12
12 187 24 8 24 12
12 187 25 8 23 12
12 187 26 8 22 12
12 187 27 8 21 12
12 187 28 8 20 12
12 187 29 8 19 12
12 187 30 7 24 12
12 187 31 7 23 12
12 187 32 7 22 12
12 187 33 7 21 12
12 187 34 7 20 12
12 187 35 7 19 12
12 188 0 12 18 12
12 188 1 12 17 12
12 188 2 12 16 12
12 188 3 12 15 12
12 188 4 12 14 12
12 188 5 12 13 12
12 188 6 11 18 12
12 188 7 11 17 12
12 188 8 11 16 12
12 188 9 11 15 12
12 188 10 11 14 12
12 188 11 11 13 12
12 188 12 10 18 12
12 188 13 10 17 12
12 188 14 10 16 12
12 188 15 10 15 12
12 188 16 10 14 12
12 188 17 10 13 12
12 188 18 9 18 12
12 188 19 9 17 12
12 188 20 9 16 12
12 188 21 9 15 12
12 188 22 9 14 12
12 188 23 9 13 12
12 188 24 8 18 12
12 188 25 8 17 12
12 188 26 8 16 12
12 188 27 8 15 12
12 188 28 8 14 12
12 188 29 8 13 12
12 188 30 7 18 12
12 188 31 7 17 12
12 188 32 7 16 12
12 188 33 7 15 12
12 188 34 7 14 12
12 188 35 7 13 12
12 189 0 6 7 12
12 189 1 6 8 12
12 189 2 6 9 12
12 189 3 6 10 12
12 189 4 6 11 12
12 189 5 6 12 12
12 189 6 5 7 12
12 189 7 5 8 12
12 189 8 5 9 12
12 189 9 5 10 12
12 189 10 5 11 12
12 189 11 5 12 12
12 189 12 4 7 12
12 189 13 4 8 12
12 189 14 4 9 12
12 189 15 4 10 12
12 189 16 4 11 12
12 189 17 4 12 12
12 189 18 3 7 12
12 189 19 3 8 12
12 189 20 3 9 12
12 189 21 3 10 12
12 189 22 3 11 12
12 189 23 3 12 12
12 189 24 2 7 12
12 189 25 2 8 12
12 189 26 2 9 12
12 189 27 2 10 12
12 189 28 2 11 12
12 189 29 2 12 12
12 189 30 1 7 12
12 189 31 1 8 12
12 189 32 1 9 12
12 189 33 1 10 12
12 189 34 1 11 12
12 189 35 1 12 12
12 190 0 6 1 12
12 190 1 6 2 12
12 190 2 6 3 12
12 190 3 6 4 12
12 190 4 6 5 12
12 190 5 6 6 12
12 190 6 5 1 12
12 190 7 5 2 12
12 190 8 5 3 12
12 190 9 5 4 12
12 190 10 5 5 12
12 190 11 5 6 12
12 190 12 4 1 12
12 190 13 4 2 12
12 190 14 4 3 12
12 190 15 4 4 12
12 190 16 4 5 12
12 190 17 4 6 12
12 190 18 3 1 12
12 190 19 3 2 12
12 190 20 3 3 12
12 190 21 3 4 12
12 190 22 3 5 12
12 190 23 3 6 12
12 190 24 2 1 12
12 190 25 2 2 12
12 190 26 2 3 12
12 190 27 2 4 12
12 190 28 2 5 12
12 190 29 2 6 12
12 190 30 1 1 12
12 190 31 1 2 12
12 190 32 1 3 12
12 190 33 1 4 12
12 190 34 1 5 12
12 190 35 1 6 12
12 191 0 12 12 12
12 191 1 12 11 12
12 191 2 12 10 12
12 191 3 12 9 12
12 191 4 12 8 12
12 191 5 12 7 12
12 191 6 11 12 12
12 191 7 11 11 12
12 191 8 11 10 12
12 191 9 11 9 12
12 191 10 11 8 12
12 191 11 11 7 12
12 191 12 10 12 12
12 191 13 10 11 12
12 191 14 10 10 12
12 191 15 10 9 12
12 191 16 10 8 12
12 191 17 10 7 12
12 191 18 9 12 12
12 191 19 9 11 12
12 191 20 9 10 12
12 191 21 9 9 12
12 191 22 9 8 12
12 191 23 9 7 12
12 191 24 8 12 12
12 191 25 8 11 12
12 191 26 8 10 12
12 191 27 8 9 12
12 191 28 8 8 12
12 191 29 8 7 12
12 191 30 7 12 12
12 191 31 7 11 12
12 191 32 7 10 12
12 191 33 7 9 12
12 191 34 7 8 12
12 191 35 7 7 12
12 192 0 12 6 12
12 192 1 12 5 12
12 192 2 12 4 12
12 192 3 12 3 12
12 192 4 12 2 12
12 192 5 12 1 12
12 192 6 11 6 12
12 192 7 11 5 12
12 192 8 11 4 12
12 192 9 11 3 12
12 192 10 11 2 12
12 192 11 11 1 12
12 192 12 10 6 12
12 192 13 10 5 12
12 192 14 10 4 12
12 192 15 10 3 12
12 192 16 10 2 12
12 192 17 10 1 12
12 192 18 9 6 12
12 192 19 9 5 12
12 192 20 9 4 12
12 192 21 9 3 12
12 192 22 9 2 12
12 192 23 9 1 12
12 192 24 8 6 12
12 192 25 8 5 12
12 192 26 8 4 12
12 192 27 8 3 12
12 192 28 8 2 12
12 192 29 8 1 12
12 192 30 7 6 12
12 192 31 7 5 12
12 192 32 7 4 12
12 192 33 7 3 12
12 192 34 7 2 12
12 192 35 7 1 12
12 193 0 18 19 12
12 193 1 18 20 12
12 193 2 18 21 12
12 193 3 18 22 12
12 193 4 18 23 12
12 193 5 18 24 12
12 193 6 17 19 12
12 193 7 17 20 12
12 193 8 17 21 12
12 193 9 17 22 12
12 193 10 17 23 12
12 193 11 17 24 12
12 193 12 16 19 12
12 193 13 16 20 12
12 193 14 16 21 12
12 193 15 16 22 12
12 193 16 16 23 12
12 193 17 16 24 12
12 193 18 15 19 12
12 193 19 15 20 12
12 193 20 15 21 12
12 193 21 15 22 12
12 193 22 15 23 12
12 193 23 15 24 12
